FID,wkb_geometry,pk_class,pk_code,dc_id,construction_and_technical_condition,longitude,latitude,height,construction_type,material,standard_load_capacity_per_t,exclusive_load_capacity_per_t,exceptional_load_capacity_per_t,method_of_determination,subject_of_bridging,section_owner,section_manager,district,section_id,section_station_of_beginning_dc_m,kilometer_station_of_beginning_dc_km,cumulative_starting_station_dc_km
bridges_dc.103,POINT (48.713393054 21.83618945),cesta I. triedy,19,M3312.01,Veľmi zlý,21.8361894500,48.7133930540,133.964999,dosková,monolitický železobetón,21,44,156,odhadom,Vodný tok,STAT,SSC - IVSC KE,Michalovce,354511,1,48,48
bridges_dc.104,POINT (48.72547393 21.855625737),cesta I. triedy,19,M982.01,Uspokojivý,21.8556257370,48.7254739300,112.828250,dosková,monolitický železobetón,26,33,133,odhadom,Vodný tok,STAT,SSC - IVSC KE,Michalovce,354624,31,50,50
bridges_dc.105,POINT (48.728200136 21.864805609),cesta I. triedy,19,M4399.01,Uspokojivý,21.8648056090,48.7282001360,110.482250,dosková,monolitický železobetón,32,80,196,projektovaná,Kanál,STAT,SSC - IVSC KE,Michalovce,354626,130,51,51
bridges_dc.106,POINT (48.746547716 21.90200601),cesta I. triedy,19,M3479.01,Uspokojivý,21.9020060100,48.7465477160,120.160749,trámová,prefabrikovaný predpätý betón,32,80,196,statický výpočet,Železnica,STAT,SSC - IVSC KE,Michalovce,1070207,102,54,54
bridges_dc.107,POINT (48.74530782 21.937578994),cesta I. triedy,19,M54.01,Uspokojivý,21.9375789940,48.7453078200,113.987750,dosková,prefabrikovaný predpätý betón,"29,8","96,4","289,9",statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Michalovce,355660,32,57,57
bridges_dc.108,POINT (48.754056633 21.967675957),cesta I. triedy,19,M4764.01,Dobrý,21.9676759570,48.7540566330,110.479000,rámová,prefabrikovaný železobetón,34,94,420,podľa tabuliek,Kanál,STAT,SSC - IVSC KE,Michalovce,355566,1,60,60
bridges_dc.109,POINT (48.766329806 22.051458479),cesta I. triedy,19,M1229.01,Uspokojivý,22.0514584790,48.7663298060,105.353000,trámová,prefabrikovaný predpätý betón,23,50,325,statický výpočet,Kanál,STAT,SSC - IVSC KE,Michalovce,354533,493,66,66
bridges_dc.110,POINT (48.766086634 22.054860177),cesta I. triedy,19,M4365.01,Dobrý,22.0548601770,48.7660866340,105.452000,dosková,prefabrikovaný predpätý betón,27,90,147,statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Michalovce,354534,224,66,66
bridges_dc.111,POINT (48.763801958 22.107213382),cesta I. triedy,19,M1012.01,Veľmi dobrý,22.1072133820,48.7638019580,110.935500,dosková,monolitický železobetón,"26,1","71,2",420,statický výpočet,Kanál,STAT,SSC - IVSC KE,Sobrance,279321,1,70,70
bridges_dc.112,POINT (48.760355082 22.124048706),cesta I. triedy,19,M6643.01,Dobrý,22.1240487060,48.7603550820,114.053249,dosková,prefabrikovaný železobetón,50,"75,2",420,statický výpočet,Kanál,STAT,SSC - IVSC KE,Sobrance,2351,179,71,71
bridges_dc.113,POINT (48.755261861 22.149190036),cesta I. triedy,19,M2808.01,Dobrý,22.1491900360,48.7552618610,119.712000,dosková,prefabrikovaný predpätý betón,"27,8",60,199,statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Sobrance,2352,52,73,73
bridges_dc.114,POINT (48.752342675 22.15876659),cesta I. triedy,19,M3253.01,Veľmi dobrý,22.1587665900,48.7523426750,119.808999,dosková,prefabrikovaný železobetón,"36,4","86,7",420,projektovaná,Kanál,STAT,SSC - IVSC KE,Sobrance,2358,523,74,74
bridges_dc.115,POINT (48.751285255 22.162154585),cesta I. triedy,19,M6272.01,Dobrý,22.1621545850,48.7512852550,119.630999,dosková,monolitický železobetón,24,87,344,statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Sobrance,2358,799,74,74
bridges_dc.116,POINT (48.750009358 22.166160594),cesta I. triedy,19,M7254.01,Uspokojivý,22.1661605940,48.7500093580,119.850999,trámová,monolitický železobetón,"20,8",72,"117,6",statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Sobrance,2358,1,75,75
bridges_dc.117,POINT (48.745006875 22.181889924),cesta I. triedy,19,M5610.01,Uspokojivý,22.1818899240,48.7450068750,119.332500,trámová,prefabrikovaný predpätý betón,35,101,407,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Sobrance,282525,39,76,76
bridges_dc.118,POINT (48.730923491 22.211309242),cesta I. triedy,19,M5754.01,Uspokojivý,22.2113092420,48.7309234910,118.936000,dosková,monolitický železobetón,26,42,202,odhadom,Kanál,STAT,SSC - IVSC KE,Sobrance,2370,744,79,79
bridges_dc.119,POINT (48.72474061 22.213359951),cesta I. triedy,19,M4576.01,Dobrý,22.2133599510,48.7247406100,117.219500,dosková,monolitický železobetón,26,42,202,odhadom,Vodný tok,STAT,SSC - IVSC KE,Sobrance,2370,1,80,80
bridges_dc.120,POINT (48.722479425 22.214883232),cesta I. triedy,19,M1189.01,Zlý,22.2148832320,48.7224794250,117.426999,dosková,monolitický železobetón,26,31,32,odhadom,Vodný tok,STAT,SSC - IVSC KE,Sobrance,2370,1,80,80
bridges_dc.121,POINT (48.706050409 22.225266981),cesta I. triedy,19,M4159.01,Uspokojivý,22.2252669810,48.7060504090,124.163499,dosková,prefabrikovaný železobetón,26,48,216,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Sobrance,272266,591,82,82
bridges_dc.122,POINT (48.679258773 22.248239129),cesta I. triedy,19,M6230.01,Uspokojivý,22.2482391290,48.6792587730,124.907000,dosková,monolitický železobetón,20,25,135,odhadom,Vodný tok,STAT,SSC - IVSC KE,Sobrance,3076,1,85,85
bridges_dc.123,POINT (48.655302725 22.257151513),cesta I. triedy,19,M4963.01,Dobrý,22.2571515130,48.6553027250,122.621750,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,STAT,SSC - IVSC KE,Sobrance,6596,1,88,88
bridges_dc.124,POINT (48.654806092 22.258613111),cesta I. triedy,19,M2581.01,Uspokojivý,22.2586131110,48.6548060920,124.163000,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Cestná komunikácia,STAT,SSC - IVSC KE,Sobrance,6596,1,88,88
bridges_dc.125,POINT (48.744158158 21.271068086),cesta I. triedy,20,M1694.01,Dobrý,21.2710680860,48.7441581580,0.000000,rámová,prefabrikovaný železobetón,50,89,420,podľa tabuliek,"Vodný tok,  Vodný tok",NDS,NDS - SSUR KE,Košice I,5332,41,2,2
bridges_dc.126,POINT (48.745602939 21.272799967),cesta I. triedy,20,M2613.01,Uspokojivý,21.2727999670,48.7456029390,235.121750,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Cestná komunikácia,NDS,NDS - SSUR KE,Košice I,5338,85,0,0
bridges_dc.127,POINT (48.740967265 21.271960855),cesta I. triedy,20,M2671.01,Dobrý,21.2719608550,48.7409672650,227.767250,trámová,monolitický predpätý betón,31,111,158,porovnávací výpočet,Cestná komunikácia,NDS,NDS - SSUR KE,Košice I,5329,121,0,0
bridges_dc.128,POINT (48.742612705 21.270710096),cesta I. triedy,20,M6556.01,Dobrý,21.2707100960,48.7426127050,229.909750,trámová,monolitický predpätý betón,32,114,252,porovnávací výpočet,Cestná komunikácia,NDS,NDS - SSUR KE,Košice I,5324,349,0,0
bridges_dc.129,POINT (48.77234 21.29438),cesta I. triedy,20,M4915.01,Veľmi dobrý,21.2943800000,48.7723400000,335.200000,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Cestná komunikácia,NDS,NDS - SSUR KE,Košice I,379157,13,0,0
bridges_dc.130,POINT (48.784500186 21.295380181),cesta I. triedy,20,M5721.01,Dobrý,21.2953801810,48.7845001860,0.000000,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,"Účelová komunikácia,  Účelová komunikácia",NDS,NDS - SSUR KE,Košice I,379155,1,7,7
bridges_dc.131,POINT (48.78803 21.3093),cesta I. triedy,20,M9855.01,,21.3093000000,48.7880300000,214.620000,trámová,spriahnutá betón-betón,"32,8","126,6","307,9",statický výpočet,Cestná komunikácia,NDS,NDS - SSUR KE,Košice - okolie,1071017,546,8,8
bridges_dc.132,POINT (48.78803 21.3093),cesta I. triedy,20,M9855.01,,21.3093000000,48.7880300000,214.620000,trámová,spriahnutá betón-betón,"32,8","126,6","307,9",statický výpočet,Cestná komunikácia,NDS,NDS - SSUR KE,Košice - okolie,1071825,223,8,8
bridges_dc.133,POINT (48.784500186 21.295380181),cesta I. triedy,20,M5721.01,Dobrý,21.2953801810,48.7845001860,0.000000,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,"Účelová komunikácia,  Účelová komunikácia",NDS,NDS - SSUR KE,Košice I,7194,328,7,7
bridges_dc.134,POINT (48.744158158 21.271068086),cesta I. triedy,20,M1694.01,Dobrý,21.2710680860,48.7441581580,0.000000,rámová,prefabrikovaný železobetón,50,89,420,podľa tabuliek,"Vodný tok,  Vodný tok",NDS,NDS - SSUR KE,Košice I,5333,60,2,2
bridges_dc.135,POINT (48.725248903 21.276272516),cesta I. triedy,20,M3097.01,Uspokojivý,21.2762725160,48.7252489030,0.000000,iná,monolitický predpätý betón,32,80,196,projektovaná,Cestná komunikácia,NDS,NDS - SSUR KE,Košice I,333002,306,0,0
bridges_dc.136,POINT (48.799747415 21.304020981),cesta I. triedy,20,M5381.01,Dobrý,21.3040209810,48.7997474150,212.671499,dosková,monolitický železobetón,50,130,420,porovnávací výpočet,Vodný tok,STAT,SSC - IVSC KE,Košice - okolie,452480,63,1,9
bridges_dc.137,POINT (48.857103036 21.258487956),cesta I. triedy,20,M5102.01,Dobrý,21.2584879560,48.8571030360,223.368250,klenbová,kameň,50,130,420,statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Košice - okolie,982998,0,8,17
bridges_dc.138,POINT (48.652871813 20.521792208),cesta I. triedy,67,M5875.01,Dobrý,20.5217922080,48.6528718130,282.284000,dosková,prefabrikovaný predpätý betón,48,114,356,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324399,299,15,14
bridges_dc.139,POINT (48.658041962 20.520525808),cesta I. triedy,67,M6344.01,Dobrý,20.5205258080,48.6580419620,285.428000,trámová,prefabrikovaný predpätý betón,35,101,420,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324399,870,15,15
bridges_dc.140,POINT (48.680412652 20.521742273),cesta I. triedy,67,M4952.01,Uspokojivý,20.5217422730,48.6804126520,298.241999,trámová,prefabrikovaný predpätý betón,35,101,266,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,1068585,528,18,17
bridges_dc.141,POINT (48.70106 20.50538),cesta I. triedy,67,M3101.01,Zlý,20.5053800000,48.7010600000,330.480000,dosková,prefabrikovaný železobetón,48,111,389,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324502,13,20,20
bridges_dc.142,POINT (48.71088321 20.475868676),cesta I. triedy,67,M2619.01,Havarijný,20.4758686760,48.7108832100,328.691500,trámová,prefabrikovaný predpätý betón,20,43,0,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324512,11,23,22
bridges_dc.143,POINT (48.713247473 20.456024089),cesta I. triedy,67,M3596.01,Uspokojivý,20.4560240890,48.7132474730,340.228499,dosková,monolitický železobetón,19,56,217,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,4813,1,25,24
bridges_dc.144,POINT (48.714032948 20.449117559),cesta I. triedy,67,M494.01,Uspokojivý,20.4491175590,48.7140329480,335.671249,dosková,monolitický železobetón,15,65,282,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,4813,1,25,24
bridges_dc.145,POINT (48.714229935 20.44036306),cesta I. triedy,67,M3592.01,Zlý,20.4403630600,48.7142299350,340.504000,trámová,prefabrikovaný predpätý betón,21,53,129,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,4813,2,26,25
bridges_dc.146,POINT (48.713618957 20.433516113),cesta I. triedy,67,M2010.01,Uspokojivý,20.4335161130,48.7136189570,345.680500,dosková,monolitický železobetón,21,41,156,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324562,5,26,25
bridges_dc.147,POINT (48.724514551 20.416184162),cesta I. triedy,67,M4293.01,Veľmi zlý,20.4161841620,48.7245145510,0.000000,dosková,prefabrikovaný železobetón,32,64,192,podľa tabuliek,"Vodný tok,  Vodný tok",STAT,SSC - IVSC KE,Rožňava,4802,0,28,27
bridges_dc.148,POINT (48.741801895 20.416516331),cesta I. triedy,67,M4528.01,Zlý,20.4165163310,48.7418018950,374.035999,dosková,prefabrikovaný železobetón,36,78,363,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324566,125,30,29
bridges_dc.149,POINT (48.752339081 20.416455601),cesta I. triedy,67,M7763.01,Uspokojivý,20.4164556010,48.7523390810,378.034750,trámová,prefabrikovaný predpätý betón,30,71,129,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324570,601,31,30
bridges_dc.150,POINT (48.758501233 20.417097415),cesta I. triedy,67,M5792.01,Uspokojivý,20.4170974150,48.7585012330,384.379499,dosková,prefabrikovaný železobetón,21,62,224,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324572,9,32,31
bridges_dc.151,POINT (48.768087383 20.414718262),cesta I. triedy,67,M3620.01,Uspokojivý,20.4147182620,48.7680873830,382.186000,dosková,monolitický železobetón,14,61,222,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324575,845,33,32
bridges_dc.152,POINT (48.773768759 20.411193286),cesta I. triedy,67,M6462.01,Veľmi zlý,20.4111932860,48.7737687590,404.657999,klenbová,monolitický prostý betón,19,48,118,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324578,25,34,33
bridges_dc.153,POINT (48.800995203 20.386058575),cesta I. triedy,67,M7239.01,Zlý,20.3860585750,48.8009952030,430.623749,dosková,prefabrikovaný železobetón,31,83,278,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,4798,44,37,37
bridges_dc.154,POINT (48.811402733 20.387378908),cesta I. triedy,67,M2557.01,Uspokojivý,20.3873789080,48.8114027330,443.337249,dosková,prefabrikovaný železobetón,21,31,214,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324484,343,38,38
bridges_dc.155,POINT (48.868069823 20.347477948),cesta I. triedy,67,M5359.01,Veľmi zlý,20.3474779480,48.8680698230,800.270499,dosková,monolitický železobetón,24,60,145,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,325801,14,51,50
bridges_dc.156,POINT (48.873339183 20.32839434),cesta I. triedy,67,M3077.01,Veľmi dobrý,20.3283943400,48.8733391830,808.925000,rámová,monolitický železobetón,23,107,196,porovnávací výpočet,Vodný tok,STAT,SSC - IVSC KE,Rožňava,325798,41,53,52
bridges_dc.157,POINT (48.874080455 20.323309954),cesta I. triedy,67,M5253.01,Veľmi dobrý,20.3233099540,48.8740804550,821.124249,rámová,monolitický železobetón,32,80,196,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,325798,422,53,52
bridges_dc.158,POINT (48.875460337 20.321125051),cesta I. triedy,67,M4378.01,Zlý,20.3211250510,48.8754603370,826.708249,dosková,prefabrikovaný železobetón,41,114,316,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Rožňava,325799,216,54,52
bridges_dc.159,POINT (48.875548822 20.289757149),cesta I. triedy,67,M6222.01,Veľmi zlý,20.2897571490,48.8755488220,845.788499,trámová,monolitický železobetón,18,46,114,odhadom,Vodný tok,STAT,SSC - IVSC KE,Rožňava,324313,543,58,57
bridges_dc.160,POINT (48.888937282 21.832794828),cesta I. triedy,74,M6681.01,Zlý,21.8327948280,48.8889372820,143.922000,dosková,prefabrikovaný predpätý betón,48,103,380,podľa tabuliek,Železnica,STAT,SSC - IVSC KE,Michalovce,982488,0,1,1
bridges_dc.161,POINT (48.757876577 21.697303326),cesta I. triedy,79,M5379.01,Veľmi zlý,21.6973033260,48.7578765770,117.892999,trámová,prefabrikovaný predpätý betón,30,62,170,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4843,799,14,14
bridges_dc.162,POINT (48.717753472 21.704049701),cesta I. triedy,79,M1888.01,Uspokojivý,21.7040497010,48.7177534720,108.786999,dosková,monolitický železobetón,21,51,158,odhadom,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4833,1,19,19
bridges_dc.163,POINT (48.710707512 21.705221602),cesta I. triedy,79,M541.01,Dobrý,21.7052216020,48.7107075120,108.403000,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4833,2,20,20
bridges_dc.164,POINT (48.698605949 21.707373869),cesta I. triedy,79,M1361.01,Zlý,21.7073738690,48.6986059490,107.569499,dosková,monolitický železobetón,25,80,164,statický výpočet podľa TP 02/2016,Vodný tok,STAT,SSC - IVSC KE,Trebišov,183107,15,21,21
bridges_dc.165,POINT (48.662970176 21.711733166),cesta I. triedy,79,M3756.01,Uspokojivý,21.7117331660,48.6629701760,107.028500,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,182932,192,25,25
bridges_dc.166,POINT (48.630523924 21.693075082),cesta I. triedy,79,M7802.01,Uspokojivý,21.6930750820,48.6305239240,116.630250,dosková,prefabrikovaný predpätý betón,48,114,358,podľa tabuliek,Železnica,STAT,SSC - IVSC KE,Trebišov,4305,364,30,30
bridges_dc.167,POINT (48.62567 21.69743),cesta I. triedy,79,M6028.01,Zlý,21.6974300000,48.6256700000,123.850000,trámová,prefabrikovaný predpätý betón,35,86,252,podľa tabuliek,Železnica,STAT,SSC - IVSC KE,Trebišov,183083,211,31,31
bridges_dc.168,POINT (48.536951628 21.680563346),cesta I. triedy,79,M5489.01,Veľmi dobrý,21.6805633460,48.5369516280,115.237750,dosková,spriahnutá betón-betón,31,94,355,porovnávací výpočet,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4355,774,42,41
bridges_dc.169,POINT (48.531363968 21.673493001),cesta I. triedy,79,M1520.01,Dobrý,21.6734930010,48.5313639680,125.710500,dosková,spriahnutá betón-betón,50,130,420,porovnávací výpočet,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4355,1,43,42
bridges_dc.170,POINT (48.527932842 21.66921052),cesta I. triedy,79,M1133.01,Veľmi dobrý,21.6692105200,48.5279328420,130.794500,dosková,monolitický železobetón,35,130,420,porovnávací výpočet,Vodný tok,STAT,SSC - IVSC KE,Trebišov,4355,2,43,43
bridges_dc.171,POINT (48.518237401 21.659709353),cesta I. triedy,79,M657.01,Uspokojivý,21.6597093530,48.5182374010,177.490500,dosková,monolitický železobetón,24,41,294,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,184779,177,44,44
bridges_dc.172,POINT (48.490502555 21.648222307),cesta I. triedy,79,M4801.01,Uspokojivý,21.6482223070,48.4905025550,159.395499,dosková,monolitický železobetón,24,41,294,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,184779,3,47,47
bridges_dc.173,POINT (48.462968101 21.64053509),cesta I. triedy,79,M5583.01,Uspokojivý,21.6405350900,48.4629681010,122.120999,dosková,monolitický železobetón,26,45,252,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,7125,2,51,50
bridges_dc.174,POINT (48.395504012 21.708837787),cesta I. triedy,79,M1300.01,Zlý,21.7088377870,48.3955040120,101.963749,dosková,monolitický železobetón,26,52,322,odhadom,Vodný tok,STAT,SSC - IVSC KE,Trebišov,183059,17,61,61
bridges_dc.175,POINT (48.397869404 21.749063753),cesta I. triedy,79,M1178.01,Uspokojivý,21.7490637530,48.3978694040,101.407000,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,183094,183,64,64
bridges_dc.176,POINT (48.395426744 21.750181187),cesta I. triedy,79,M7652.01,Dobrý,21.7501811870,48.3954267440,104.001250,oblúková,oceľ -  priehradová,32,80,200,statický výpočet,Vodný tok,STAT,SSC - IVSC KE,Trebišov,3163,116,64,64
bridges_dc.177,POINT (48.396848277 21.806873698),cesta I. triedy,79,M5956.01,Uspokojivý,21.8068736980,48.3968482770,99.352499,dosková,prefabrikovaný železobetón,28,58,85,odhadom,Kanál,STAT,SSC - IVSC KE,Trebišov,3322,105,69,69
bridges_dc.178,POINT (48.426424339 21.843833042),cesta I. triedy,79,M3203.01,Uspokojivý,21.8438330420,48.4264243390,103.515499,dosková,prefabrikovaný železobetón,36,95,271,podľa tabuliek,Kanál,STAT,SSC - IVSC KE,Trebišov,3342,1,73,73
bridges_dc.179,POINT (48.43272 21.85416),cesta I. triedy,79,M2894.01,Dobrý,21.8541600000,48.4327200000,98.880000,trámová,prefabrikovaný predpätý betón,37,82,222,statický výpočet,Kanál,STAT,SSC - IVSC KE,Trebišov,3344,753,74,74
bridges_dc.180,POINT (48.433531631 21.88994786),cesta I. triedy,79,M2140.01,Dobrý,21.8899478600,48.4335316310,99.456999,dosková,monolitický železobetón,26,41,260,podľa tabuliek,Vodný tok,STAT,SSC - IVSC KE,Trebišov,3351,2,77,77
